date,beta_expectation,expected_target_beta,protected_beta,overlay_beta,beta_overlay_multiplier,deployment_overlay_multiplier,overlay_state,target_beta,raw_target_beta,entropy,prior_details,predicted_regime,actual_regime,raw_regime,stable_regime,deployment_state,deployment_multiplier,expected_deployment_state,expected_deployment_multiplier,deployment_rank_abs_error,actual_deployment_cash,expected_deployment_cash,deployment_pacing_error,lock_active,target_bucket,close,price_topology_regime,price_topology_expected_beta,price_topology_confidence,price_topology_posterior_blend_weight,price_topology_beta_anchor_weight,forensic_snapshot_path,forensic_stress_score,forensic_mid_cycle_penalty,forensic_bust_penalty,resonance_action,resonance_confidence,resonance_reason
2018-01-17,1.011598476119369,0.8,0.8880555592672963,0.7869628666225443,0.886164,0.92119,PENALTY,0.7645101068496742,1.011598476119369,0.4895886179525636,"{'base_weight': 0.05, 'posterior_weight': 0.6457934110453141, 'transition_weight': 0.3042065889546859, 'base_priors': {'MID_CYCLE': 0.24430176655136981, 'LATE_CYCLE': 0.25141215752051965, 'BUST': 0.25129463801545443, 'RECOVERY': 0.25299143791265616}, 'posterior_prior': {'MID_CYCLE': 0.7699388930190438, 'LATE_CYCLE': 0.030554970612766547, 'BUST': 0.004381455543912295, 'RECOVERY': 0.19512468082427734}, 'transition_prior': {'MID_CYCLE': 0.5635364728535556, 'LATE_CYCLE': 0.22413413275228977, 'BUST': 0.06177220985119691, 'RECOVERY': 0.15055718454295786}, 'is_stable': False, 'stress_score': 0.22896705522657046}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,157.141357421875,LATE_CYCLE,0.8948819622485573,0.09950366530888272,0.010871541382226296,0.01811923563704383,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-17.json,0.22896705522657046,0.972291065714755,0.07652676483939469,HOLD,0.0,Noise: No resonance detected
2018-01-18,1.0091485021745112,0.8,0.8874166879602885,0.6309390664727577,0.710984,0.799912,PENALTY,0.6723697217307771,1.0091485021745112,0.48678835695572853,"{'base_weight': 0.05, 'posterior_weight': 0.61889500701383, 'transition_weight': 0.3311049929861699, 'base_priors': {'MID_CYCLE': 0.24449552994173646, 'LATE_CYCLE': 0.2513309361310766, 'BUST': 0.251204784481454, 'RECOVERY': 0.2529687494457329}, 'posterior_prior': {'MID_CYCLE': 0.7779670298117061, 'LATE_CYCLE': 0.027711312394612626, 'BUST': 0.0038190453017942663, 'RECOVERY': 0.19050261249188707}, 'transition_prior': {'MID_CYCLE': 0.5671371958307617, 'LATE_CYCLE': 0.22369942196882603, 'BUST': 0.06104313528855815, 'RECOVERY': 0.14812024691185421}, 'is_stable': False, 'stress_score': 0.09447503506915038}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,157.16976928710938,MID_CYCLE,0.9099465715517725,0.22892940757492694,0.02766841452865429,0.046114024214423815,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-18.json,0.09447503506915038,1.0,0.06946493580395134,HOLD,0.0,Noise: No resonance detected
2018-01-19,0.998345253528431,0.8,0.87621391301483,0.8444686829463027,0.96377,0.974917,PENALTY,0.7698871152159807,0.998345253528431,0.49377209729642946,"{'base_weight': 0.05, 'posterior_weight': 0.6455341435530088, 'transition_weight': 0.3044658564469912, 'base_priors': {'MID_CYCLE': 0.24469352644246176, 'LATE_CYCLE': 0.25125051681458677, 'BUST': 0.2511148923428554, 'RECOVERY': 0.25294106440009606}, 'posterior_prior': {'MID_CYCLE': 0.7872910481509164, 'LATE_CYCLE': 0.030866208682832214, 'BUST': 0.0047708840092458875, 'RECOVERY': 0.17707185915700546}, 'transition_prior': {'MID_CYCLE': 0.5691710139979248, 'LATE_CYCLE': 0.227420143842405, 'BUST': 0.06172034942747903, 'RECOVERY': 0.14168849273219114}, 'is_stable': False, 'stress_score': 0.2276707177650438}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,157.66262817382812,MID_CYCLE,0.9309832613452262,1.0,0.15,0.25,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-19.json,0.2276707177650438,1.0,0.024553161849804765,HOLD,0.0,Noise: No resonance detected
2018-01-22,0.9967713801942499,0.8,0.8824573881203817,0.5,0.541997,0.682921,PENALTY,0.6422686694781652,0.9967713801942499,0.4762284004141758,"{'base_weight': 0.05, 'posterior_weight': 0.6454963509458184, 'transition_weight': 0.3045036490541816, 'base_priors': {'MID_CYCLE': 0.24489957808695748, 'LATE_CYCLE': 0.25117530069337046, 'BUST': 0.2510272379329733, 'RECOVERY': 0.25289788328669877}, 'posterior_prior': {'MID_CYCLE': 0.806953398222632, 'LATE_CYCLE': 0.046005823066000234, 'BUST': 0.011929432882509755, 'RECOVERY': 0.13511134582885806}, 'transition_prior': {'MID_CYCLE': 0.5699067348157614, 'LATE_CYCLE': 0.24084249848170114, 'BUST': 0.06646692701232701, 'RECOVERY': 0.12278383969021053}, 'is_stable': False, 'stress_score': 0.2274817547290917}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,159.3498077392578,MID_CYCLE,0.9310331038636065,0.9691950372826724,0.14537925559240086,0.2422987593206681,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-22.json,0.2274817547290917,1.0,0.026082019225282638,HOLD,0.0,Noise: No resonance detected
2018-01-23,0.9965924138227682,0.8,0.8863857409218541,0.7218636835493487,0.81439,0.871501,PENALTY,0.6796985945180423,0.9965924138227682,0.4664962440616509,"{'base_weight': 0.05, 'posterior_weight': 0.6460072371148378, 'transition_weight': 0.3039927628851622, 'base_priors': {'MID_CYCLE': 0.2451117382012256, 'LATE_CYCLE': 0.25110022783571, 'BUST': 0.25093906981553155, 'RECOVERY': 0.2528489641475329}, 'posterior_prior': {'MID_CYCLE': 0.8211453502721142, 'LATE_CYCLE': 0.047270730873784805, 'BUST': 0.011554775860672177, 'RECOVERY': 0.12002914299342884}, 'transition_prior': {'MID_CYCLE': 0.5744056366060537, 'LATE_CYCLE': 0.24418411238739987, 'BUST': 0.06625454922294034, 'RECOVERY': 0.11515570178360608}, 'is_stable': False, 'stress_score': 0.23003618557418887}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,160.6672821044922,MID_CYCLE,0.9313590401850791,0.9374948809295122,0.14062423213942682,0.23437372023237804,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-23.json,0.23003618557418887,1.0,0.027667921540176055,HOLD,0.0,Noise: No resonance detected
2018-01-24,0.9966335608611032,0.8,0.8881808545285343,0.8881808545285343,1.0,1.0,NEUTRAL,0.7460230588572302,0.9966335608611032,0.46224541704247224,"{'base_weight': 0.05, 'posterior_weight': 0.6461506735797061, 'transition_weight': 0.30384932642029383, 'base_priors': {'MID_CYCLE': 0.24532721669726554, 'LATE_CYCLE': 0.2510246033075798, 'BUST': 0.2508503478097396, 'RECOVERY': 0.2527978321854151}, 'posterior_prior': {'MID_CYCLE': 0.8276597154534306, 'LATE_CYCLE': 0.0466486621225104, 'BUST': 0.011078359991892587, 'RECOVERY': 0.11461326243216635}, 'transition_prior': {'MID_CYCLE': 0.5768721135193998, 'LATE_CYCLE': 0.24493093922786113, 'BUST': 0.06587084804743468, 'RECOVERY': 0.11232609920530445}, 'is_stable': False, 'stress_score': 0.23075336789853051}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,159.62464904785156,MID_CYCLE,0.931497181244503,0.9219083357298791,0.13828625035948186,0.23047708393246977,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-24.json,0.23075336789853051,1.0,0.0286000252997087,HOLD,0.0,Noise: No resonance detected
2018-01-25,0.9967282152900809,0.8,0.8889325726461825,0.5191046208527553,0.583964,0.711975,PENALTY,0.6443409331814167,0.9967282152900809,0.46060645306617165,"{'base_weight': 0.05, 'posterior_weight': 0.646658042123763, 'transition_weight': 0.30334195787623697, 'base_priors': {'MID_CYCLE': 0.24554460675426254, 'LATE_CYCLE': 0.25094837654697016, 'BUST': 0.2507611949801631, 'RECOVERY': 0.2527458217186041}, 'posterior_prior': {'MID_CYCLE': 0.8303219260887746, 'LATE_CYCLE': 0.04589906865034282, 'BUST': 0.010940876558194123, 'RECOVERY': 0.11283812870268843}, 'transition_prior': {'MID_CYCLE': 0.5780015891242293, 'LATE_CYCLE': 0.24491334074929264, 'BUST': 0.06567513054165638, 'RECOVERY': 0.11140993958482165}, 'is_stable': False, 'stress_score': 0.233290210618815}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,159.56773376464844,MID_CYCLE,0.9315937079605593,0.9132822014013119,0.13699233021019677,0.22832055035032797,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-25.json,0.233290210618815,1.0,0.029087650267579847,HOLD,0.0,Noise: No resonance detected
2018-01-26,0.997435906470769,0.8,0.8894838923537975,0.5,0.515992,0.664917,PENALTY,0.6051264420624329,0.997435906470769,0.4606132074323892,"{'base_weight': 0.05, 'posterior_weight': 0.6462150973747627, 'transition_weight': 0.3037849026252373, 'base_priors': {'MID_CYCLE': 0.24576326570518095, 'LATE_CYCLE': 0.2508716619548677, 'BUST': 0.250671626371314, 'RECOVERY': 0.2526934459686373}, 'posterior_prior': {'MID_CYCLE': 0.8312305108922567, 'LATE_CYCLE': 0.045465568514672046, 'BUST': 0.010848438443819674, 'RECOVERY': 0.11245548214925158}, 'transition_prior': {'MID_CYCLE': 0.5784464957178839, 'LATE_CYCLE': 0.2447910624275277, 'BUST': 0.06556581751770352, 'RECOVERY': 0.11119662433688496}, 'is_stable': False, 'stress_score': 0.23107548687381377}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,162.0131378173828,MID_CYCLE,0.9318707675821896,0.8727558112442347,0.1309133716866352,0.21818895281105868,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-26.json,0.23107548687381377,1.0,0.031126656331745106,HOLD,0.0,Noise: No resonance detected
2018-01-29,0.9978362315396101,0.8,0.8879283584946183,0.6597050204391051,0.742971,0.822057,PENALTY,0.6381576298276671,0.9978362315396101,0.465115807467121,"{'base_weight': 0.05, 'posterior_weight': 0.6149010005156872, 'transition_weight': 0.33509899948431277, 'base_priors': {'MID_CYCLE': 0.24598245129534074, 'LATE_CYCLE': 0.2507943036190906, 'BUST': 0.2505814585529664, 'RECOVERY': 0.2526417865326023}, 'posterior_prior': {'MID_CYCLE': 0.8301434950464993, 'LATE_CYCLE': 0.04462324037789688, 'BUST': 0.010271286518686827, 'RECOVERY': 0.11496197805691705}, 'transition_prior': {'MID_CYCLE': 0.5784508174529266, 'LATE_CYCLE': 0.24404416936622145, 'BUST': 0.06522426538219431, 'RECOVERY': 0.11228074779865765}, 'is_stable': False, 'stress_score': 0.07450500257843601}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,161.22645568847656,MID_CYCLE,0.9320149148305883,0.8514984581086306,0.12772476871629457,0.21287461452715764,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-29.json,0.07450500257843601,1.0,0.03235000472743529,HOLD,0.0,Noise: No resonance detected
2018-01-30,0.9979291349448908,0.8,0.8866467856329812,0.8866467856329812,1.0,1.0,NEUTRAL,0.7176001742559304,0.9979291349448908,0.46836344222048376,"{'base_weight': 0.05, 'posterior_weight': 0.6068947009192867, 'transition_weight': 0.3431052990807133, 'base_priors': {'MID_CYCLE': 0.2462012488644951, 'LATE_CYCLE': 0.2507166590534639, 'BUST': 0.25049085295209605, 'RECOVERY': 0.2525912391299449}, 'posterior_prior': {'MID_CYCLE': 0.8266302299887385, 'LATE_CYCLE': 0.04474016538986797, 'BUST': 0.010131159740926057, 'RECOVERY': 0.11849844488046746}, 'transition_prior': {'MID_CYCLE': 0.5772755835569713, 'LATE_CYCLE': 0.24349580743794685, 'BUST': 0.06523138439071746, 'RECOVERY': 0.11399722461436446}, 'is_stable': False, 'stress_score': 0.03447350459643361}",MID_CYCLE,LATE_CYCLE,MID_CYCLE,MID_CYCLE,DEPLOY_BASE,1.0,DEPLOY_SLOW,0.5,1,1000.0,500.0,0.5,False,QQQ,159.89955139160156,MID_CYCLE,0.931994706414489,0.8569140704113145,0.12853711056169717,0.21422851760282863,artifacts/regime_process_mainline_8yr/mainline_snapshots/snapshot_2018-01-30.json,0.03447350459643361,1.0,0.03217564686736884,HOLD,0.0,Noise: No resonance detected
